,Sub_63,Sub_67,Sub_177,Sub_240,Sub_634,Sub_668,Sub_852,Sub_934,Sub_973,Sub_1000,Sub_1076,Sub_1107,Sub_1161,Sub_1263,Sub_1505,Sub_1682,Sub_1786,Sub_1820,Sub_1990,Sub_2019,Sub_2032,Sub_2146,Sub_2179,Sub_2189,Sub_2195,Sub_2201,Sub_2247,Sub_2355,Sub_2458,Sub_2466,Sub_2546,Sub_2704,Sub_2752,Sub_2754,Sub_2975,Sub_3043,Sub_3115,Sub_3176,Sub_3207,Sub_3213,Sub_3222,Sub_3253,Sub_3400,Sub_3455,Sub_3460,Sub_3490,Sub_3561,Sub_3576,Sub_3753,Sub_3901,Sub_4020,Sub_4222,Sub_4360,Sub_4512,Sub_5121,Sub_5412,Sub_5585,Sub_5715
11/1/2004,0.596140457,0.387139587,0.415274453,0.507013163,0.410901576,0.504635426,0.492610538,0.497942988,0.37997316,0.259310037,0.455587242,0.508888834,0.561380068,0.49108783,0.42742421,0.410226183,0.404981285,0.447147164,0.508972277,0.472762542,0.501477632,0.420164663,0.496606864,0.613531926,0.464358648,0.517926505,0.42641264,0.571046997,0.63690736,0.498872892,0.547955965,0.462652928,0.620932121,0.446000093,0.426505938,0.503235424,0.478529189,0.502782503,0.461854125,0.521367752,0.408679444,0.460473018,0.899841718,0.461039574,0.623504853,0.485597086,0.385499,0.392303003,0.561656631,0.868270744,0.530136392,0.263127009,0.413761014,0.36334204,0.438318636,0.419188319,0.775375871,0.405156588
12/1/2004,0.454513006,0.415097208,0.337577378,0.370545866,0.290485539,0.363399333,0.304465056,0.332516164,0.229119279,0.285446034,0.249234361,0.520646658,0.361650324,0.477292263,0.236149086,0.242634592,0.23726922,0.239379223,0.454292281,0.285764528,0.881883655,0.245325778,0.284856276,0.491566576,0.28478775,0.36360788,0.225810743,0.288298275,0.460920793,0.436726442,0.549336463,0.193960164,0.576616162,0.31308779,0.273874414,0.368277402,0.30326829,0.625295154,0.278501808,0.531265223,0.405494217,0.348429033,0.622073741,0.280839172,0.313190964,0.294853926,0.305134543,0.299310355,0.325114997,0.583930626,0.301147198,0.262333984,0.19155343,0.205945415,0.223078879,0.294483142,0.721005505,0.223299777
1/1/2005,0.365380452,0.185116343,0.182749576,0.16856705,0.241664023,0.216421268,0.148858589,0.206788362,0.191331291,0.169837111,0.259112365,0.354637166,0.110951763,0.216993251,0.09140564,0.028815097,0.265456715,0.291385455,0.177452994,0.270620535,0.193036502,0.213021511,0.158571878,0.293243586,0.103762082,0.326441326,0.012086986,0.324125712,0.25791902,0.188057886,0.370631495,0.248496921,0.379838978,0.233552156,0.219766016,0.150283465,0.036208019,0.278584416,0.074872739,0.353274543,0.204844665,0.214740608,0.5452218,0.134521127,0.346808182,0.078824595,0.062699456,0.361993278,0.13260646,0.329658708,0.032137972,0.154873602,0.083293595,0.00884045,0.062458193,0.275960783,0.238583553,0.216624056
2/1/2005,0.335812749,0.326240915,0.158563573,0.129372722,0.127605004,0.23688811,0.151389309,0.114790983,0.138301615,0.268925616,0.173790697,0.533639766,0.139529524,0.203578667,0.114196329,0.184320213,0.193644726,0.149051811,0.190050403,0.180225525,0.185611584,0.134395647,0.177336513,0.528023955,0.072061604,0.223370709,0.076850186,0.283822139,0.249475013,0.156498643,0.548330968,0.135571893,0.534352932,0.216770621,0.126836859,0.159886882,0.156694061,0.253939411,0.098637383,0.486669451,0.323963976,0.154623163,0.535916082,0.116714556,0.328671369,0.096454372,0.115870881,0.185223125,0.138944425,0.351109112,0.121604348,0.238068465,0.073738873,0.079874107,0.069400269,0.224832671,0.319777476,0.133711142
3/1/2005,0.373045266,0.403120836,0.203504516,0.149851077,0.183649213,0.287641591,0.165224234,0.208614419,0.143508269,0.33843831,0.215023176,0.691858529,0.220510907,0.166596175,0.157608054,0.202307157,0.181759182,0.177536425,0.167610302,0.217835003,0.205332368,0.1990067,0.166935711,0.746080389,0.111361679,0.261994584,0.317612246,0.323244705,0.35189896,0.134828453,0.680037653,0.178618698,0.701228464,0.37648846,0.186160502,0.143835058,0.320064077,0.225899927,0.201462735,0.599297758,0.444281748,0.105646127,0.678336912,0.119508925,0.320071042,0.106180593,0.082575503,0.25140176,0.149529574,0.49738193,0.265091342,0.304988403,0.111654329,0.33938637,0.084926861,0.251766528,0.332708207,0.171689419
4/1/2005,0.985653305,0.956979338,0.668745041,0.679758673,0.664945041,0.649136541,0.64870215,0.782509011,0.668046098,0.710167063,0.710872524,1.253541904,0.655869,0.743267823,0.694173066,0.620650624,0.693099591,0.761430094,0.705180968,0.632157226,0.661597919,0.712310178,0.644598687,1.549447014,0.641830767,0.680934522,0.672613599,0.869053195,0.815348547,0.735547441,1.188511301,0.741077049,1.57682486,0.614662577,0.660352744,0.680028392,0.753503363,0.756933275,0.670532201,1.325556802,1.134417236,0.592862783,0.990756135,0.582778815,0.919770634,0.665175003,0.557418405,0.701401507,0.733771066,0.843625429,0.762863674,0.65647534,0.545028796,0.619076395,0.609065969,0.718243965,1.082752726,0.679573312
5/1/2005,1.289587908,2.546241074,1.079249117,0.981759874,1.832519182,1.154790741,1.272738482,1.339996462,1.619084243,1.642827221,1.298671,4.201617053,0.769389415,0.986569655,1.560671928,1.429593381,1.393895452,1.332336087,1.158435796,1.103984488,1.057971964,1.27706336,0.98408131,4.649685562,0.852223203,1.014830984,1.54254933,1.293442599,0.711781257,1.007683722,4.083824319,1.348423175,4.350866656,0.655374533,1.898614931,1.135767641,2.23714587,0.986739699,1.590000047,4.114068313,2.625283793,1.010619476,1.443290928,1.289909126,1.186884496,1.016665866,1.091112559,1.341159838,0.974189688,1.209449281,2.359263635,1.464188737,0.915915018,1.267913787,0.880054124,1.720070762,1.289005112,1.308205005
6/1/2005,4.285740508,3.466694144,3.453997594,3.824393525,4.783352908,3.371310054,3.72621012,4.145786612,4.52639638,2.722506231,4.409796031,5.111676427,2.597090519,3.945024507,3.805284282,3.811350393,4.538738654,4.294670656,4.149074549,4.238235556,3.197776429,4.389604146,3.256642888,4.664645272,3.695603625,3.461658477,3.20886852,3.99867057,2.940568863,3.463537494,5.197533914,4.638543942,4.527939162,3.477522009,4.760718203,3.783587509,4.424260405,3.647155776,4.2302762,4.525059843,3.049602514,3.955202143,4.361073325,3.895996025,4.043935037,3.238534382,3.415939086,4.807259428,3.228461881,2.871694324,4.151897704,2.410061291,3.188772975,2.988934632,3.745795048,4.762017174,3.165344368,4.555148207
7/1/2005,4.790013292,3.539396395,4.286809131,5.159473407,5.295408535,3.228394228,5.052783565,4.884421205,4.99866716,3.149315367,5.188066005,4.773148436,3.732436882,5.010714645,4.130479214,3.55472878,5.126576891,4.907015286,4.894132322,4.940278641,4.813419491,4.891319844,4.910042374,4.70639963,5.178131705,3.962723154,3.464795262,4.819049082,3.925988121,4.795615017,5.029092573,4.932845914,4.248503577,4.684017968,5.284874309,4.917144292,4.221303,4.749581888,3.819481291,4.334409012,2.999270428,5.263934353,3.820554959,5.35839706,4.954838213,5.095908447,4.84710456,5.122319822,4.591755784,2.811019803,4.054254467,2.620075789,4.421219623,3.678454781,4.879497086,5.000490692,4.497416288,4.934195067
8/1/2005,4.533676412,3.331645497,4.239790135,4.35291854,4.967246453,3.04581244,4.112029827,4.445906398,4.81444265,3.04503431,4.958869153,4.530926144,2.81731079,3.800411271,4.535581935,3.833310468,4.856822653,4.530475503,3.878252525,4.459865171,3.61681873,4.621134035,3.983585321,4.430439144,4.315893742,3.556632568,3.529722134,4.191708101,2.728049924,3.846640347,4.599378653,4.817596514,4.101535554,4.070763074,5.050425764,3.923627921,4.432459826,3.717449247,4.325288608,4.395034842,2.738244624,4.407863387,3.973233032,4.322304771,4.654300644,3.646834893,4.283649202,4.938432632,3.502953515,2.657352583,4.107505275,2.512628158,3.787524842,3.695310204,3.58872813,4.938133415,3.418013093,4.492652369
9/1/2005,3.428120452,2.445749265,3.054690151,2.586434735,3.474503944,2.508134164,2.933257124,2.880148811,3.365605923,2.147950024,3.592961838,4.446029574,1.865514217,2.709353574,3.931626312,3.074337868,2.565714021,2.649021024,2.757338199,3.008802721,2.370257244,2.295347644,2.439608955,4.650763138,2.853928748,2.621355143,2.214541994,2.455461861,2.212226041,2.590376312,4.617033775,3.026158753,4.286251376,3.075829805,3.451765363,2.752924954,3.186012574,2.61777155,3.867489126,4.390735633,2.69063825,3.284613443,3.286444681,2.904105329,3.086488557,2.133704945,2.475000573,2.516092682,2.454867307,2.292983786,3.325699089,1.740127819,2.063527844,2.245277113,2.417682017,3.675286237,2.771585004,2.762402986
10/1/2005,0.898190993,1.513732922,0.855709159,0.671411703,0.666955782,1.069913993,0.684763934,0.75122741,0.67914576,1.054840086,0.602139727,3.024654671,0.754569991,0.771289146,1.075844738,1.077384449,0.591070681,0.667029811,0.686477577,0.752239511,0.680901246,0.666038531,0.649867179,3.041237574,0.664119667,0.922877999,0.90457082,0.712781541,0.840886954,0.757366435,3.149155424,0.65231035,2.864336487,0.760812981,0.659075034,0.705295022,1.276436721,0.766086095,1.343623708,2.812196832,1.544171209,0.666115195,1.433200956,0.62009902,0.789000602,0.675419393,0.561478485,0.568554316,0.768493406,1.307096476,1.176831894,0.864239012,0.604080281,0.872472723,0.67217146,0.70207357,1.081264378,0.62760018
11/1/2005,0.424909269,0.535738844,0.38645021,0.36361414,0.331007437,0.466760929,0.363722237,0.329283004,0.277531342,0.388556287,0.243550481,0.72957101,0.441536125,0.449074507,0.379484965,0.303146846,0.30769637,0.311855398,0.41430498,0.25390238,0.415568552,0.291195947,0.379211513,0.75235637,0.386351146,0.388399285,0.374599172,0.307307065,0.406386745,0.40230509,0.738599666,0.277496173,0.839277257,0.320963303,0.370205089,0.370591492,0.397795075,0.402017084,0.346985837,0.783726291,0.538596431,0.381266071,0.736674602,0.328504094,0.358402334,0.414856719,0.290022811,0.29171042,0.38381435,0.576869772,0.399940746,0.339015951,0.300663892,0.307370788,0.331509944,0.351207232,0.613025663,0.244867648
12/1/2005,0.222339816,0.38730457,0.202545632,0.305578148,0.274082411,0.375368314,0.120887198,0.426681223,0.332765473,0.170294555,0.317641164,0.521186828,0.167999986,0.473542753,0.031061495,0.013757554,0.262566964,0.221708115,0.240799286,0.643113537,0.479938231,0.23414242,0.244643415,0.493511759,0.154987077,0.29045578,0.008021603,0.27314794,0.284947833,0.357621026,0.497730851,0.20957754,0.464642952,0.253778676,0.241194933,0.291400608,0.155329538,0.434805801,0.129059108,0.427749091,0.313114418,0.275014354,0.650640973,0.362059581,0.350646237,0.097837436,0.167083555,0.269628444,0.168648806,0.515406944,0.04198082,0.215400262,0.125715698,0.010607256,0.074447393,0.246267526,0.229357591,0.246700348
1/1/2006,0.225555298,0.341318934,0.203865805,0.192123335,0.139258219,0.381810756,0.096301332,0.132526316,0.13961417,0.266322392,0.125828624,0.486316188,0.079197364,0.212860603,0.240311831,0.314864804,0.206241249,0.149319646,0.137478147,0.121640905,0.101121443,0.178308022,0.063530572,0.559652618,0.11035347,0.263051458,0.212053886,0.217595348,0.216343392,0.16720086,0.538176915,0.130894172,0.554704153,0.145738081,0.128200035,0.116634598,0.240147236,0.24109093,0.26663321,0.503386463,0.30465261,0.124637448,0.590048672,0.178638412,0.225789661,0.072064489,0.028967911,0.243375019,0.128422583,0.420759803,0.254875602,0.224790326,0.034297649,0.204762024,0.076814774,0.228703707,0.242623676,0.1256245
2/1/2006,0.271403751,0.377454617,0.269665426,0.17561352,0.189105038,0.324836636,0.121011527,0.147907581,0.154191456,0.321579415,0.211128325,0.599783368,0.167299106,0.263100389,0.185434121,0.193903403,0.189396535,0.194892309,0.201818941,0.122332743,0.192337908,0.185576543,0.122869409,0.634586326,0.110409099,0.345401535,0.230376724,0.307159221,0.284274281,0.200481141,0.550131794,0.199807358,0.584560594,0.156973106,0.189922582,0.185743192,0.221811942,0.302163467,0.189021285,0.583827009,0.346948026,0.152191472,0.698258734,0.1106395,0.341538112,0.099618484,0.100247819,0.269161703,0.16320287,0.445765096,0.224776574,0.293366019,0.061808975,0.20455217,0.152292758,0.242945976,0.359781332,0.164673206
3/1/2006,0.26981446,0.398299279,0.164608505,0.126948198,0.136219298,0.49755785,0.060196405,0.1574507,0.055187427,0.334917701,0.117427242,0.717158263,0.106122398,0.108501567,0.180779133,0.215703419,0.106071555,0.089185696,0.105221399,0.080846385,0.064083047,0.180083818,0.059360256,0.708609218,0.088128872,0.254157598,0.285163045,0.221146733,0.217116514,0.084431259,0.675060091,0.080881594,0.76221115,0.189277067,0.151724027,0.099404967,0.364829062,0.194126044,0.22755666,0.696064826,0.517115763,0.076947846,0.726916699,0.04012069,0.192818738,0.051667451,0.029810823,0.193041971,0.092386642,0.664772439,0.378215089,0.32414307,0.021756772,0.25500963,0.052747334,0.220220847,0.222100375,0.114589824
4/1/2006,1.032745828,1.053622315,0.793055778,0.775766951,0.81520315,0.816493864,0.731554879,0.931973301,0.740670721,0.966015235,0.766902381,1.520504359,0.736659644,0.75945129,0.851756424,0.778451688,0.789009123,0.877925055,0.770405144,0.727215171,0.694596055,0.840152303,0.677386941,2.01588509,0.70855054,0.817941095,0.807813991,0.996412802,0.866388181,0.784499317,1.564585708,0.808816433,2.005008515,0.719801924,0.818705099,0.748714224,0.876140814,0.811199439,0.845896175,1.732851442,1.423162153,0.706694526,1.236466375,0.651922774,0.945565679,0.729207929,0.565540747,0.838867447,0.816561175,1.060258899,0.867002949,0.768818228,0.599245171,0.742987156,0.709409157,0.83375214,1.122750027,0.798744262
5/1/2006,1.680809631,2.188064202,2.026504966,1.921413913,2.186857881,1.191160783,2.530588016,1.62107056,2.811332459,1.614176476,2.536730417,4.290758627,1.542501217,1.776315383,2.484894259,2.049254994,2.083957757,1.845731667,2.021451854,2.362779255,1.904873269,2.033652595,1.852659258,4.625051147,2.165943773,1.477801241,1.950651886,1.842748288,1.241346392,1.733437772,4.663863932,2.113715729,4.185202429,1.366957681,2.320411468,2.157354164,2.481205809,1.859776286,2.477340941,4.136273186,2.107904931,2.324065591,2.086908343,2.283916201,2.010878965,1.974877997,2.060645289,2.449171315,1.884970819,1.337247723,2.581773394,1.331793743,1.810054599,1.745383915,1.981245392,1.999020918,1.881529324,2.072792153
6/1/2006,4.402530758,3.21692905,3.857800112,4.865713912,5.330940675,2.631748736,4.294534354,4.700356046,4.930434385,2.802657626,5.081211888,5.173490182,3.157472248,4.840296244,4.01894845,3.385023982,4.76090506,4.631148477,4.330319889,4.886148117,4.086976331,4.925977032,4.124195685,4.864872063,4.607997677,3.44931481,2.792355225,4.626101939,3.070236287,4.417055305,5.237526841,4.88859737,4.703945976,3.789923653,5.217232,4.34492948,3.994291539,4.37731418,4.080373621,4.953711419,3.244303074,4.705541094,3.870064211,4.612047597,4.948674565,4.112330925,4.751489806,5.062986479,4.036010753,2.465723047,3.956444685,2.393013225,4.200698592,2.721819802,4.006978809,5.092858342,3.821736181,4.881002014
7/1/2006,4.163202994,3.533850412,3.916847375,4.944202666,4.994832183,3.08924247,4.978253453,4.712100552,5.067493071,3.081482406,5.057211003,4.534950114,3.139797639,5.006515851,4.376136667,3.82006468,4.755472734,4.545043217,4.933927305,5.022430882,4.495332239,4.850946786,4.496657787,4.762324124,4.857826341,3.491818625,3.295523702,4.86419768,3.181006492,4.678610787,4.483331222,4.677473936,4.27615098,4.265147449,5.115696737,5.042667435,4.566187415,4.60509648,4.137419613,4.305102544,2.910605549,5.082564975,4.373591558,5.078368158,4.810050477,4.571487308,5.078978419,4.92724153,4.55258011,2.377472067,4.102620329,2.923136434,4.445701007,3.42751215,4.576024105,5.064807249,4.252684176,4.724922451
8/1/2006,4.310680535,3.236301338,3.82892121,4.69642116,4.734769707,2.628186525,4.505935553,4.49506521,4.812946441,2.728924221,5.180768643,4.25575713,2.718961421,4.571291019,3.954963473,3.28708284,4.962837275,4.721531671,4.524271987,4.765214457,3.971083234,4.66603899,3.972404271,4.243132806,4.782021221,3.693592201,2.882055718,4.165457221,2.750457535,4.322666372,3.970614305,4.732703091,3.296183942,3.776455009,4.944377253,4.656027518,3.763878154,4.086470358,4.065980983,3.531525706,2.39281698,4.949645294,3.576269306,4.554255146,4.464665677,3.85868213,4.631947331,4.870097296,3.626973365,2.082415469,3.533502303,2.620229433,3.86405583,3.10534019,4.165098538,4.8033133,3.915713623,4.820147494
9/1/2006,2.364775654,2.468269937,2.906598249,2.11195495,2.936349608,1.770197383,2.978322503,2.541455818,3.099870728,1.844653401,2.951058911,4.476996478,1.60092607,2.53179899,3.040676151,2.216156541,2.844365102,2.647478836,2.377611846,2.677948296,2.191881279,2.725885378,2.378053664,3.787193001,2.336436183,2.628970918,2.023086948,2.482235394,1.859487767,2.237918665,4.247758521,2.575422049,3.780258919,2.146778378,2.998450796,2.493919742,2.786443235,2.223533069,2.910953054,3.756766089,2.564881006,2.550648987,2.719839429,2.904676553,2.592232877,2.345074258,2.469758551,2.850045949,2.247490677,1.793221682,2.817173401,1.901898729,2.023423666,1.899641713,2.052435132,2.86191057,2.32915629,2.671220103
10/1/2006,0.676742199,0.82754077,0.55606404,0.448031866,0.478433832,0.631969163,0.571396614,0.612515501,0.500469799,0.614759144,0.49857967,2.180667966,0.605654847,0.490493987,0.569642675,0.543260532,0.502918577,0.556581559,0.535837761,0.480586314,0.553806525,0.529440832,0.567060092,1.944195868,0.490591963,0.599303509,0.553589553,0.535588222,0.611573075,0.552152447,1.956261013,0.485958282,2.2508596,0.469367229,0.486265859,0.524176557,0.679309245,0.478947462,0.64782883,1.806307063,1.182662167,0.458711655,0.813573615,0.545222726,0.622161517,0.540291105,0.470448214,0.447172015,0.556545384,0.806344068,0.723082403,0.660785974,0.507623244,0.500885449,0.514846734,0.475272375,0.783705107,0.513690915
11/1/2006,0.52923601,0.408065398,0.443891119,0.432360339,0.358866004,0.576062527,0.488446605,0.474639299,0.393696079,0.292354837,0.337470186,0.594590769,0.57576889,0.454089527,0.393055532,0.383025991,0.408011214,0.448358868,0.458977374,0.358463167,0.497533586,0.451161256,0.515276561,0.612003989,0.428671778,0.482851008,0.362944817,0.493262142,0.53239773,0.440786642,0.576797013,0.417596407,0.694017677,0.410896459,0.382189695,0.439663458,0.456508115,0.421229792,0.461646089,0.589655513,0.418193393,0.423606991,0.839021478,0.472724209,0.468419462,0.407401821,0.409551339,0.402889954,0.472595611,0.782044488,0.504339505,0.272574541,0.433983381,0.318916763,0.435249402,0.437660158,0.656668185,0.420780714
12/1/2006,0.367798462,0.3529431,0.307510786,0.527712156,0.248855073,0.378653092,0.541127487,0.264159634,0.386922184,0.190188905,0.478320748,0.513326473,0.663486276,0.701550523,0.297923388,0.240484901,0.318326175,0.304139605,0.767989699,0.436563523,0.618675848,0.380266111,0.574462768,0.512237439,0.425148345,0.366365619,0.286641329,0.469984185,0.796486728,0.657723518,0.49588022,0.29985515,0.568932969,0.344116864,0.244866865,0.758574126,0.376827667,0.742706794,0.321240873,0.536794996,0.287863056,0.433410441,0.641086671,0.491805085,0.598798365,0.518624017,0.333069503,0.340179719,0.813072971,0.596002574,0.335066287,0.221618347,0.391818709,0.267699125,0.563005053,0.313818909,1.332512076,0.43625965
1/1/2007,0.449148256,0.288930579,0.314666344,0.184359533,0.29071724,0.341663544,0.443123702,0.235157666,0.30097555,0.176209126,0.400979897,0.51757208,0.467790605,0.381104016,0.152044032,0.228304864,0.275333252,0.246706488,0.576210757,0.379629383,0.395950135,0.288612909,0.464291522,0.48609485,0.316312732,0.304989075,0.128412744,0.43742113,0.532277158,0.347046143,0.550650073,0.265081421,0.546506711,0.376598695,0.293403229,0.472789048,0.255399928,0.438181141,0.183884562,0.511563874,0.213628735,0.379821685,0.670947768,0.424900368,0.463062789,0.374177682,0.246282173,0.336644164,0.490717732,0.597871614,0.196324067,0.146875133,0.317937057,0.157759199,0.392247092,0.333789494,0.706099582,0.284337666
2/1/2007,0.404438985,0.273268772,0.333633682,0.16496792,0.194669051,0.310072404,0.257336123,0.192577496,0.233966701,0.133661365,0.31148903,0.632201678,0.301617964,0.317779986,0.074777445,0.085909723,0.232690521,0.218484438,0.378608017,0.293471002,0.254343401,0.251076672,0.239344071,0.574097785,0.243670384,0.236311756,0.018461558,0.404146852,0.494584687,0.2266016,0.613596025,0.219087876,0.565415574,0.284955455,0.20664469,0.326050086,0.041665021,0.409042769,0.107317481,0.511836644,0.201904618,0.285826296,0.617554406,0.224626354,0.453773023,0.234983641,0.132695264,0.309784844,0.43299717,0.411827088,0.094285714,0.135886011,0.150926073,0.02123003,0.245949945,0.268111435,0.577674968,0.212528044
3/1/2007,0.562017132,0.510260703,0.302492628,0.221775129,0.334468794,0.414641681,0.251952197,0.394450662,0.28786447,0.352681754,0.33673776,0.666015849,0.266019474,0.326784867,0.239815495,0.189287263,0.293772532,0.34578139,0.291807104,0.354548215,0.255797689,0.407364856,0.278526561,0.690907326,0.263826363,0.341812885,0.195194468,0.446177129,0.494348781,0.311982787,0.651736922,0.289594442,0.77370423,0.318699111,0.324150791,0.28178611,0.249977704,0.366229849,0.28167843,0.643842887,0.49390155,0.235241929,0.711624961,0.190267309,0.420498019,0.232695781,0.161754333,0.410429091,0.359573345,0.547422879,0.286685129,0.343369502,0.168219123,0.209609741,0.25,0.39979166,0.402742374,0.345945906
4/1/2007,0.944556158,0.699910675,0.664773792,0.57392942,0.706839923,0.716385131,0.591967738,0.840780979,0.640508645,0.565786934,0.630116638,0.819938258,0.613836359,0.654342224,0.663745519,0.602958677,0.676079119,0.77949276,0.632289036,0.545442682,0.596907123,0.749472204,0.584461281,1.101004077,0.543359887,0.767656232,0.635310717,0.885043834,0.730607193,0.640865749,0.823652267,0.721630182,1.274956572,0.616702633,0.701752314,0.624732085,0.679432749,0.671872011,0.65224962,1.020185612,0.840634103,0.550480293,1.180279418,0.53629064,0.81613795,0.644255303,0.498313304,0.727929155,0.715333501,0.829091233,0.66254839,0.58835322,0.520838979,0.579009654,0.561357442,0.765970904,1.006875886,0.748323022
5/1/2007,1.822283591,2.165377174,2.305559007,1.311958397,2.557231021,1.544489955,2.053331691,1.99959006,2.844729383,1.817408696,2.237112859,3.60690854,1.272306076,1.518062842,2.823891122,2.354948494,2.374456417,2.189411239,1.50119112,2.074673619,1.5072221,1.980249024,1.763636275,3.650491128,1.899796004,1.898760632,1.924516725,1.889464389,1.101345698,1.388975362,3.432378731,2.350120831,3.481784446,1.37369723,2.749087879,1.687230586,2.890627913,1.610849543,2.895664517,3.347252645,2.163908868,1.731482527,2.376775486,2.234078318,2.218029025,1.314392004,1.760771,2.469724725,1.25193877,1.324623657,2.953498611,1.46603828,1.325816229,1.774109189,1.164646755,2.299852265,1.573559341,2.101721387
6/1/2007,4.040396437,3.413706777,4.240489531,4.334722428,4.762222877,3.319258501,4.795719308,4.550992006,5.015377084,2.83679774,4.815256988,5.085293827,2.888920557,4.375574413,4.217075063,3.743854881,4.531583754,4.325444422,4.429575677,4.774385041,4.017299325,4.901546432,4.305485798,4.578981452,4.465909387,3.691935524,3.228621541,4.228774397,2.992400411,4.024516725,4.977499789,4.505404935,4.302579594,3.636525749,4.665275784,4.34635636,4.302341114,3.872718815,4.423440316,4.678953152,3.153965526,4.573166804,4.610998863,4.883968354,4.595596306,3.935393531,4.42198237,5.068329231,3.773074399,2.692536757,4.026636336,2.426560155,4.010627142,3.180105364,3.881704143,4.818844979,3.436151802,4.689136363
7/1/2007,4.378150045,3.661955201,4.441539619,4.800356961,4.839260393,2.984766298,4.781884573,4.227083523,5.008949777,3.470548803,5.083605443,4.732949018,3.405475212,4.775969462,4.454193976,4.043468729,4.428151024,4.24731977,4.624855742,4.753882855,4.685057622,4.541449076,4.796612316,4.953068892,4.733247477,3.778951724,3.41106526,4.621534524,3.105589647,4.446099473,5.034510561,4.737736533,4.461951938,3.92901465,4.922008202,4.79869217,4.388177039,4.541045514,4.426377411,4.504695764,3.33357936,4.810633839,4.337258035,5.2075255,4.636641483,4.300316741,5.085212316,4.893152941,4.313326318,2.605614503,4.409284785,2.956496662,4.481510679,3.561938754,4.360327107,4.97816319,4.163535225,4.778637624
8/1/2007,4.002277638,3.761011762,4.018993351,4.033317513,4.792474495,2.748053221,4.542832091,4.362216983,4.559086316,3.010930578,4.768376003,4.780949788,2.852706099,4.232941527,3.875738934,3.330346546,4.619483898,4.348972663,3.932055108,4.124311058,3.873655998,4.406407759,4.042739918,4.632088173,4.185560099,3.071700877,3.025580501,4.374855858,2.675064505,4.114854431,4.83175663,4.494109483,4.301149532,3.067693406,4.717834502,4.14587402,4.122543588,3.895187689,3.847461739,4.286725086,3.222240435,4.320428431,3.709158094,4.366640016,4.710543049,3.763548071,4.388120529,4.941460272,3.751352959,2.261250804,3.714742589,2.357570535,3.891655933,2.898529539,3.537874463,4.234434073,3.684263262,4.313705397
9/1/2007,2.692008643,2.964171251,2.704972738,2.358891641,3.089622787,2.077104337,3.045739414,2.604675359,2.792269471,1.686299423,2.805838111,4.166960828,1.675253175,2.381163667,2.876800587,2.240221419,2.983518685,2.827857401,2.341876712,2.761769662,1.899098288,2.352418749,2.36294536,3.340135935,2.486329151,2.232337848,2.043934426,2.335658476,1.76956086,2.309880995,4.087099943,2.523172268,3.69192949,2.115508279,3.085841506,2.358067136,3.099254178,2.279255928,2.88061741,3.733620532,2.512310468,2.502478449,2.717273207,2.796298119,2.206386509,2.185921889,2.296456601,2.608379068,2.174731603,1.973768354,3.162551078,1.493423139,1.929446804,2.001197866,2.11385355,2.607929691,2.328881859,2.353290861
10/1/2007,0.807236407,1.4519881,0.6338757,0.478753141,0.521409772,0.783690575,0.447879627,0.651109782,0.46129927,0.788631506,0.465532406,3.784819552,0.516863932,0.523699941,1.005590553,0.821720562,0.524822274,0.527758099,0.47852506,0.510153504,0.458980223,0.525218202,0.439294016,3.087734529,0.470463622,0.774328384,0.780392626,0.526818967,0.624246272,0.520691962,3.616458355,0.481486364,3.387000608,0.560507364,0.514995719,0.473174915,0.905437203,0.526024402,0.923303198,2.526753797,1.492973667,0.475012908,1.184624778,0.446399613,0.625311201,0.475690022,0.373853483,0.464082456,0.588580769,1.118229098,0.923327456,0.850626872,0.385466882,0.616399837,0.488393259,0.571234405,0.745920323,0.49442857
11/1/2007,0.555408894,0.544912359,0.489563184,0.362758428,0.415729886,0.564088248,0.348793875,0.439392776,0.332979404,0.42692155,0.317757987,0.783234218,0.402861094,0.397598137,0.467368493,0.384220041,0.399047321,0.421855655,0.361386204,0.314702049,0.397453015,0.456635978,0.374743278,0.777340677,0.373862763,0.568025256,0.417555725,0.429308728,0.537842777,0.398647257,0.788760639,0.387536443,0.893962317,0.36466536,0.43067598,0.354015535,0.516052949,0.400701816,0.554569011,0.785632305,0.562890925,0.369336157,0.842155198,0.319216917,0.445167851,0.361480749,0.320153833,0.373358214,0.462687188,0.788726284,0.586150438,0.404301821,0.323977677,0.343596587,0.340293636,0.396383843,0.602563019,0.350893544
12/1/2007,0.255398736,0.283851876,0.231122227,0.243559651,0.18034782,0.238704307,0.299283241,0.200464601,0.25023027,0.146359175,0.423669091,0.428279553,0.171650484,0.561598326,0.020870426,0.025301254,0.152261817,0.163630744,0.253654211,0.24781992,0.450584625,0.232400732,0.357518275,0.449701155,0.1654245,0.145929643,0.017736694,0.350732706,0.19380827,0.394516485,0.441350667,0.242217788,0.499928687,0.262466509,0.190707482,0.273651648,0.060710498,0.573992591,0.069445234,0.367556592,0.210953102,0.430148904,0.395763491,0.34074375,0.449704729,0.226748112,0.151763553,0.411869937,0.247061908,0.203292096,0.041171411,0.149601004,0.136706454,0.02119443,0.184084143,0.263133619,0.488409452,0.229412664
