SUB,R2-ET,NSE-ET,PBIAS-ET,R2-LAI,NSE-LAI,PBIAS-LAI,R2-NPPC,NSE-NPPC,PBIAS-NPPC,LULC
1,0.826089488,0.825351502,-0.6,0.716785382,0.665652477,-11.5,0.801698348,0.643321374,-24.3,CNRN
2,0.805276999,0.784307445,9.2,0.840000838,0.674880648,-30.9,0.807652105,0.729352074,-16.6,ASEN
3,0.520304143,0.148597427,27.1,0.732621213,0.291326794,64.2,0.738617051,0.560227553,51.2,CNRN
4,0.788144131,0.756888702,-11.6,0.283578018,0.094251703,8.3,0.703570952,0.606591343,31.2,URBN
5,0.542221213,0.419955996,5.3,0.676056194,0.535204719,23.8,0.547819935,0.479217741,26.4,CNRN
6,0.849132574,0.819526975,14.9,0.808166727,0.65458379,32.7,0.846092979,0.469777909,74.3,PNST
7,0.845614579,0.842447813,0.8,0.840226563,0.830153277,-1.2,0.846728115,0.819606536,3.5,CNRN
8,0.731780826,0.724960849,6.2,0.860069311,0.84785802,11.8,0.844262987,0.813518248,-2.5,CNRN
9,0.63160796,0.537973002,11.6,0.904672929,0.891404723,14.6,0.779389839,0.720231307,-14.8,CNRN
10,0.720585743,0.719297153,0.3,0.751726381,0.743897218,13.9,0.642737663,0.581854922,-17.5,SNYB
11,0.748129764,0.667445877,-16,0.47037518,0.290053691,-38.8,0.722157241,0.711587614,-4.5,URBN
12,0.598613103,-0.062213632,37.6,0.844000171,0.704266552,-28.1,0.860159902,0.825903174,-9.6,PSST
13,0.862990075,0.810685314,18.7,0.90407003,0.832698191,-19.1,0.846605155,0.832502322,-3.7,PSST
14,0.882132569,0.868917985,10.9,0.79203325,0.75424873,21.5,0.797566359,0.77112384,5.6,PNST
15,0.625081925,0.607576231,-2.9,0.84298066,0.842649875,1.3,0.861253719,0.77506616,-17.8,SNYB
16,0.714982831,0.710282765,-0.5,0.692252385,0.559832018,-35.8,0.867865392,0.756778823,-23.8,PNST
17,0.667007437,0.611069639,-9.1,0.913278718,0.658249501,-36.7,0.68937476,0.658694106,-9.8,MAPL
18,0.718371424,0.701653969,8.6,0.786786126,0.766758282,-1.2,0.759584564,0.722160859,-6.8,SNYB
19,0.874763983,0.856779795,10,0.887731578,0.872855172,-9.6,0.820211038,0.800516336,1.2,PNST
20,0.798606852,0.769667726,16.5,0.895175898,0.831711772,-15.8,0.788709306,0.773420055,7.7,PNST
21,0.865395475,0.854494133,7.3,0.784883253,0.783432216,-4.3,0.836808309,0.827301452,2.7,CNRN
22,0.588261898,0.499802523,8.7,0.921308752,0.921024677,1.6,0.872540487,0.767398716,-21.4,CNRN
23,0.765435849,0.667471095,12.7,0.796881529,0.768689219,21.9,0.743172057,0.69969683,-0.7,CSRN
24,0.836849846,0.745437829,4.6,0.869232223,0.828213399,-13.7,0.583977723,0.575451931,-9.1,PSST
25,0.816666002,0.745360676,-4.6,0.724724413,0.612278581,-24.5,0.77796358,0.755049014,-2.5,WCAK
26,0.773453417,0.691695518,-15.9,0.228858225,0.104057576,-0.1,0.692267051,-2.894910729,157.5,URBN
27,0.803899121,0.77759329,17,0.857167303,0.793216411,-19.5,0.798110256,0.724169452,-15.6,ASEN
28,0.857360521,0.857214257,1,0.841821948,0.768074373,-22.6,0.841326425,0.806785647,-3.9,PNST
29,0.859003349,0.821272073,-4.7,0.858814213,0.841441252,14.6,0.773551513,0.749523889,8.3,PNST
30,0.607196924,0.520469394,10.4,0.750313904,0.741393194,4.5,0.719710181,0.718021907,5.6,CNRN
31,0.825106503,0.816993575,-5.1,0.907883628,0.905249795,-3.5,0.588006302,0.552534565,16.5,CSRN
32,0.682664963,0.589864239,3.3,0.852648078,0.785727172,27,0.826258119,0.815681944,10.6,CNRN
33,0.794874723,0.766983752,-10.8,0.87624563,0.804023461,-17.8,0.644287062,0.62022025,7.9,WSAK
34,0.642581799,0.396190838,3.7,0.877136128,0.595205812,48.6,0.83841842,0.811471618,22.9,SNYB
35,0.819868047,0.797640398,15,0.82992597,0.689830969,-27.8,0.804707565,0.728240629,-16.3,ASEN
36,0.852438741,0.811678939,19.5,0.861624222,0.855779036,-5.6,0.826318112,0.815273252,13.7,PNST
37,0.786523264,0.744122101,21,0.780388214,0.778287153,-4.3,0.772833367,0.744508554,-6.3,ASEN
38,0.778477836,0.749862982,18.1,0.833639969,0.725152455,-26.3,0.780689097,0.742861775,-9.6,ASEN
39,0.626739918,0.469682984,1.4,0.765253421,0.567791989,44.7,0.659110915,0.565237191,43.7,CSRN
40,0.691079666,0.61864822,12.2,0.832343805,0.828479985,7.2,0.888144624,0.880163146,12.7,CNRN
41,0.829104026,0.798447072,-11.6,0.923093425,0.868668133,-14.4,0.416686728,0.378665863,-13.2,WSAK
42,0.732190726,0.58485145,24.5,0.804801055,0.77455051,25.3,0.7277399,0.639323021,37.8,CNRN
43,0.665486812,0.621114594,2.9,0.882141434,0.879291174,7,0.804399333,0.792156034,1.5,CNRN
44,0.667323817,0.574081215,-3.9,0.674362752,0.580061356,43.1,0.543314947,0.524671767,20.5,CSRN
45,0.851947261,0.739349931,24.1,0.841144564,0.785986946,7.5,0.81638782,0.787023678,-6.2,PNST
46,0.701598817,0.660797376,2.2,0.691221168,0.650066237,30.7,0.571719797,0.486716062,45.6,CSRN
47,0.847639727,0.829373299,13.2,0.813966168,0.785545038,-14.5,0.818509675,0.775667488,-10.2,ASEN
48,0.778927486,0.773798656,5.4,0.495046066,0.437002628,-22.8,0.822161866,0.792849039,-9.7,PNST
49,0.814597898,0.72784896,23.4,0.79061029,0.770937581,11.1,0.865896849,0.820294451,30.3,PNST
50,0.879147478,0.861847788,-4.3,0.898750447,0.897030921,2.1,0.831340728,0.721094908,-20.7,PNST
51,0.631940887,0.281960061,4.6,0.71250462,0.313407797,66.8,0.529164405,0.503313603,28.2,CSRN
52,0.8695108,0.84463804,16,0.943570388,0.910075331,-7.9,0.864263158,0.855777941,9.9,WEEF
53,0.8613249,0.802212421,20.2,0.898709901,0.860391668,17.8,0.849073336,0.836940847,12.2,ASEN
54,0.675449314,0.659090341,-1,0.840385183,0.840023811,-1.3,0.904041707,0.891194985,-2.5,SNYB
55,0.718016572,0.715793427,-2.9,0.716387106,0.595719076,-34.1,0.885854262,0.78081211,-21.9,PNST
56,0.603341704,0.334880831,5.3,0.708400273,0.514512995,42.4,0.606020989,0.582350789,25.5,CSRN
57,0.876249445,0.852074149,15.7,0.909415771,0.908126458,1.4,0.859621847,0.833743846,23.3,ASWN
58,0.771814163,0.575933886,10.1,0.877944919,0.847364977,-12.1,0.617950542,0.607565184,3.3,PSST
59,0.65231409,0.597744368,2.4,0.907472565,0.894171586,13.5,0.764076171,0.738316508,-5,CNRN
60,0.82306949,0.798269031,-2.3,0.888146535,0.842262003,-12.4,0.844769179,0.826580643,8,CNRN
61,0.775442003,0.743050655,-6.4,0.800256928,0.63484713,-30.9,0.830976001,0.771957632,-14.5,WNAK
62,0.679814013,0.618413747,-9.4,0.908018508,0.651022139,-36.8,0.700415509,0.671045418,-9.1,MAPL
63,0.901218405,0.884219467,11.6,0.923516085,0.907031012,8.8,0.887368318,0.877685753,11.6,WEEF
64,0.783753316,0.707383797,-14.7,0.240126376,-0.041786611,19.5,0.692113359,-3.333801795,169.1,URBN
65,0.82184271,0.814749029,5.7,0.709250434,0.706981139,4.6,0.791677729,0.777804492,15.8,CNRN
66,0.684646014,0.662850759,1.8,0.817113031,0.812719718,4.8,0.838796051,0.826209895,4.8,CNRN
67,0.864985255,0.845662701,8,0.905073654,0.787711322,19.2,0.757247274,0.742565305,12.4,PSST
68,0.909904242,0.887818069,2.9,0.78232985,0.76798832,12.8,0.797419577,0.781853329,13.3,PNST
69,0.819136896,0.786984914,-7.8,0.800557548,0.725611124,-23.4,0.836805682,0.712590713,-25.8,WNAK
70,0.807231163,0.803196364,-1.1,0.843555824,0.83661411,5,0.774427108,0.760373037,12.5,CSRN
71,0.812227548,0.793345332,13.3,0.873513282,0.74249339,-26,0.78012046,0.684606745,-20.3,ASEN
72,0.633145049,0.596298534,6.9,0.87484001,0.869038274,-6,0.899142755,0.845781193,-14.6,CNRN
73,0.826052339,0.734208364,22.8,0.826108648,0.759975851,6.5,0.814985908,0.782493103,-8.3,PNST
74,0.792148872,0.773578477,13.3,0.870644497,0.726480753,-30,0.806484633,0.67223322,-25.1,ASEN
75,0.796381898,0.782930102,12.2,0.91893398,0.918655257,1.8,0.789086533,0.7754487,16.9,ASWN
76,0.753268231,0.586750014,14.7,0.912558028,0.905912398,8.3,0.817056898,0.805837637,11.5,PSST
77,0.751360619,0.405664147,-34.6,0.272830615,-0.063924269,-53.1,0.818815186,0.593072868,-32.9,URBN
78,0.704918958,0.673200131,4.1,0.914343322,0.891017685,2.1,0.767458,0.654211091,-20,CNRN
79,0.682481018,0.412592184,14.2,0.790470816,0.567690708,53.1,0.675864119,0.538367908,49.1,CSRN
80,0.522426637,0.42060838,10.4,0.755010339,0.752716326,-1.7,0.708413146,0.698158879,0.4,CNRN
81,0.663335148,0.634008984,4.5,0.90108087,0.847342957,23.4,0.782871062,0.688459231,-23.9,CNRN
82,0.805485098,0.744829546,20.6,0.830253453,0.744826881,8.2,0.813252838,0.803524334,12.2,WNAK
83,0.836183626,0.806296455,-1.3,0.913039251,0.904874085,-5.2,0.555963395,0.519763694,4.3,WSAK
84,0.593419994,0.51995832,3.4,0.883724169,0.882994526,3.9,0.831868387,0.823652153,-0.7,CNRN
85,0.788756037,0.775961224,11.1,0.910174498,0.850747761,-17.5,0.781832972,0.558428283,56.9,ASWN
86,0.818361421,0.814231118,0.6,0.82014785,0.805377725,-9.1,0.820763122,0.776202904,-3.9,PNST
87,0.785418991,0.708331616,19,0.925580833,0.871330253,-13.6,0.806223573,0.748254595,-14.9,PSST
88,0.755755563,0.732704707,7.1,0.657357329,0.629681105,21.5,0.751021602,0.64755006,40.8,CNRN
89,0.811569156,0.795490033,12.8,0.899374012,0.80029097,-23.5,0.786578105,0.738890031,31.3,ASWN
90,0.847588186,0.834148276,7.6,0.891002828,0.701461948,-29.1,0.830175453,0.806218157,-3.8,PSST
91,0.874286965,0.867921192,-2.9,0.85202367,0.778333786,-22.9,0.879471995,0.872759042,5.8,PNST
92,0.912551844,0.872469368,19.6,0.851855845,0.829259592,12.7,0.821556504,0.813158136,8.8,PNST
93,0.810703044,0.725712862,26.1,0.929794561,0.929212251,1.4,0.80034468,0.786425248,17,PNST
94,0.850002927,0.8345615,11.2,0.763760668,0.758445452,4,0.833987868,0.824044167,7.5,CNRN
95,0.736000798,0.735658649,0.1,0.610003451,0.484284312,-37.4,0.87725757,0.764745689,-25.3,PNST
96,0.641449197,0.627849638,7.5,0.909627974,0.889788793,-3.1,0.743293944,0.723853065,18.6,CSRN
97,0.797556135,0.764426788,-12.8,0.905026939,0.766156726,-23.8,0.654481185,0.640939233,7.8,WSAK
98,0.607263887,0.424487318,-0.4,0.843382561,0.655447519,35.4,0.85131003,0.842977532,6.7,CSRN
99,0.751808693,0.609459364,8.7,0.892809608,0.869334701,15,0.811937396,0.69912079,37.3,CSRN
100,0.660627561,0.520928442,0.3,0.832445913,0.701309559,31.6,0.861308119,0.847323823,9.2,CSRN
101,0.677588086,0.67088155,1.1,0.874443287,0.86862754,-2,0.672679673,0.661002164,14.8,CSRN
102,0.70303067,0.651575142,0.5,0.84280991,0.813020538,27.3,0.667787181,0.645614428,6.5,CNRN
103,0.819091817,0.717389213,5.9,0.858296237,0.690339677,-25.2,0.696018987,0.678239843,-6.7,WSAK
104,0.558356916,0.394503134,10.9,0.837543965,0.83691342,3.8,0.716459218,0.706608065,-0.3,CNRN
105,0.866206005,0.780251126,20.9,0.833158237,0.619182919,20.3,0.861103209,0.337575495,66.6,PNST
106,0.799775829,0.781496465,13.7,0.914440324,0.911752452,3.9,0.791535117,0.750189377,-8.3,FRED
107,0.829255488,0.814899264,-5.8,0.647339749,0.644077294,-2.6,0.782718832,0.764047764,-1.3,PNST
108,0.637741263,0.551827298,8.8,0.764001935,0.763968857,0.1,0.733432729,0.651137185,-22.5,SNYB
109,0.872644059,0.727975678,25.6,0.907152802,0.895820141,-2,0.796539182,0.777261402,-2.4,PSST
110,0.565132138,0.527004793,4.2,0.832059628,0.819873806,-11.1,0.86856962,0.778351719,-22.8,CNRN
111,0.820622237,0.819466418,0.1,0.830990219,0.829126565,-1.7,0.881163449,0.765525398,39.5,CNRN
112,0.693239456,0.60045165,-20.9,0.437951316,0.091040474,-54.2,0.796946072,0.567287004,-35,URBN
113,0.690948513,-0.693947457,46.9,0.786134944,0.775093305,3.7,0.761007234,0.734127378,-4.6,PSST
114,0.848813945,0.599987493,-23,0.87684837,0.61535953,-33.7,0.794349853,0.612621661,-26.1,FRED
115,0.859501481,0.837355144,14.1,0.946261692,0.94267384,5.3,0.835084562,0.823710772,3.7,ASEN
116,0.921813825,0.879111902,-0.6,0.931194232,0.925947585,7.8,0.88199793,0.854082519,-4.9,ASWN
117,0.710001424,0.702613957,-3.9,0.712127409,0.678279745,28.5,0.57428669,0.509160371,39.7,SNYB
118,0.703766431,0.393326468,22.3,0.832484655,0.78768044,-16,0.831810934,0.73325364,-17.4,CSRN
119,0.862909432,0.775088299,18.1,0.639660441,0.476180978,28,0.753748515,0.593829146,45.5,PNST
120,0.620339089,0.386987095,2.3,0.871241881,0.640846845,39.8,0.845994226,0.836786501,8.5,CSRN
121,0.722327997,0.678724614,1.8,0.890177913,0.851223034,27.4,0.799494163,0.782308723,6.2,CSRN
122,0.685854948,-1.165928155,47.6,0.803847275,0.672871025,-19.9,0.687821463,0.616838455,-13.6,PSST
123,0.7620411,0.704988954,2.2,0.737379326,0.377385979,87.4,0.448914739,0.178936538,80.6,CSRN
124,0.590866479,0.545779156,8.6,0.876228792,0.859760084,-2.8,0.823345056,0.76842667,-11.7,CNRN
125,0.627255538,0.543833202,-0.2,0.895580417,0.867128389,22.9,0.807780701,0.793323996,9,CSRN
126,0.577150951,0.48032828,4.8,0.922935414,0.922224607,0.4,0.839044693,0.803836578,-10.9,CNRN
127,0.65616737,0.621107066,1.8,0.889951538,0.889005378,4.4,0.751814166,0.701304895,-12.9,CNRN
128,0.693641325,0.578748903,20,0.768645306,0.760921116,13.3,0.673439156,0.597277947,34.6,CNRN
129,0.724837018,0.692739347,-9.8,0.896087428,0.870921017,-11.5,0.658308576,0.573900619,17.9,WSAK
130,0.741583458,0.732770854,7.1,0.818800744,0.758423369,-21,0.831548296,0.753605185,-17.9,WNAK
131,0.651577176,0.465202522,6.4,0.860219568,0.653832392,41.9,0.77586511,0.768073488,11,CSRN
132,0.802251649,0.743601069,24.4,0.842039464,0.840533167,2.4,0.789240088,0.783315698,2.9,ASEN
133,0.876847858,0.873204433,2.8,0.835492005,0.810860087,0.8,0.626537984,0.607791864,17,CSRN
134,0.832972638,0.81880048,-6.4,0.912483283,0.896599523,-5.3,0.844926739,0.824753657,8.2,CNRN
135,0.531052951,-0.558723763,47,0.727689531,0.541510704,-36,0.859950194,0.770965057,-22.5,PSST
136,0.809291083,0.761490659,18.6,0.933083451,0.86536211,-16.5,0.850564439,0.797428024,-11.8,PSST
137,0.830232241,0.811467948,8.1,0.859097137,0.731647143,-28.2,0.80890021,0.656571929,-27.4,ASEN
138,0.789861799,0.720769907,13.5,0.769067012,0.718600679,32.5,0.769938667,0.733345863,28.8,CSRN
139,0.805762053,0.797421359,-5.5,0.877891128,0.427317554,-40.5,0.735856604,0.694170245,-11,PSST
140,0.803840169,0.77832723,12.2,0.621051017,0.527266337,30.3,0.792033792,0.755813351,26.4,CNRN
141,0.761024588,0.648637532,25.2,0.810415791,0.482062232,20.5,0.81869614,0.055725689,76.6,WNAK
142,0.640384248,0.604008132,-1.8,0.866164616,0.858542528,6.6,0.909485611,0.906538571,4.8,CNRN
143,0.734566959,0.664917731,8.3,0.754402003,0.748177166,12.2,0.735322192,0.703659915,-3.5,CNRN
144,0.808725539,0.808294821,0.5,0.791713851,0.784308194,10.4,0.876836706,0.839217905,25.6,CNRN
145,0.809583096,0.807141127,4.1,0.700084528,0.610588855,-25.4,0.835332545,0.776390259,-16.6,PNST
146,0.85037258,0.846805687,2.9,0.844312934,0.819062444,-14.6,0.834236609,0.81659792,-4.3,CNRN
147,0.567469958,0.49893395,8.3,0.826418966,0.823061085,-2.8,0.831372981,0.77513112,-14.8,CNRN
148,0.611308025,0.431857971,0,0.771359044,0.595068634,33.1,0.82403625,0.815758289,7.8,CSRN
149,0.853542022,0.823930076,18.2,0.913070762,0.91156667,1.6,0.823003922,0.817733817,7.1,ASEN
150,0.657545102,0.573845883,6.3,0.836393921,0.828259175,13.4,0.650216496,0.645315632,4.5,CNRN
151,0.873319343,0.862090886,-4.2,0.731009901,0.533820588,61.3,0.237734844,0.085053704,51.1,SSYB
152,0.770739365,0.74798437,7.2,0.87634612,0.851435898,-2.3,0.858561613,0.808850247,-7,CNRN
153,0.890040778,0.835367854,15.9,0.815301767,0.804957662,1.8,0.823419884,0.811445144,11.1,PSST
154,0.760237933,0.707856071,10,0.702175973,0.681237579,19.9,0.815241919,0.74140597,36.1,CNRN
155,0.860911549,0.841703015,14.3,0.939492331,0.939148853,1.4,0.841921636,0.831875753,2,ASEN
156,0.90240926,0.862636933,-1.8,0.935845037,0.857947731,-12.9,0.840177407,0.769554205,-11.4,PNST
157,0.868804174,0.854523197,11,0.747012179,0.710627582,13.5,0.748936374,0.73497626,17.2,PNST
158,0.763661541,0.743961285,0.5,0.884504104,0.761158133,-20.9,0.756243101,0.726917122,-3.3,FRED
159,0.883678646,0.857282289,15.4,0.92308971,0.908135713,14,0.833541199,0.810917491,4.6,ASWN
160,0.601461452,0.561339441,-0.6,0.855333095,0.847933276,4.8,0.898259323,0.863718784,-9.4,CNRN
161,0.771624127,0.684450494,22.2,0.803304976,0.597520791,11.4,0.814634938,0.529380379,48.4,WNAK
162,0.865860215,0.847644935,13.9,0.913591769,0.89955648,8.9,0.819799568,0.814147339,4.8,ASEN
163,0.659821081,0.415233899,11.5,0.822638594,0.74206869,32.8,0.830588495,0.795025579,26.8,CSRN
164,0.832988644,0.808853228,15.2,0.911729463,0.906854106,-4.2,0.85783508,0.844083925,15,ASWN
165,0.766771645,0.702678811,11.4,0.672230315,0.642075282,23.1,0.793891161,0.62374426,48.6,CNRN
166,0.800981597,0.783716573,6.7,0.919829972,0.846794516,-19.2,0.817111942,0.653277341,48.4,ASWN
167,0.59385169,0.537926705,8.7,0.826119432,0.819174397,-7.1,0.793892713,0.718607281,-21.5,CNRN
168,0.745131012,0.663105015,-16.5,0.794967103,0.562236293,-38,0.845075559,0.619191152,-34.3,WNAK
169,0.848595765,0.777400504,17.3,0.887752447,0.84874203,-12,0.844548488,0.751331642,29.7,WCAK
170,0.733184117,0.580344919,12.2,0.792008964,0.774199112,-2.2,0.687144239,0.673619637,5.4,SNYB
171,0.62289769,0.552495757,4.2,0.891377181,0.891073397,0.2,0.873038945,0.847106845,-9.2,CNRN
172,0.770648568,0.657248602,13.9,0.861841672,0.798951175,37.2,0.671251984,0.643498038,26.9,CSRN
173,0.568808548,0.518852473,3.5,0.907421453,0.899954971,-5.6,0.883565519,0.796772609,-19.7,CNRN
174,0.776515235,0.684342087,-18.8,0.85047604,0.742549482,-25.6,0.82062792,0.792873959,18.4,CSRN
175,0.718162999,0.626018925,0.6,0.814636102,0.55495098,65.8,0.570650021,0.281712624,76,CSRN
176,0.867423624,0.840215104,16.2,0.890639043,0.889515461,-0.5,0.826053433,0.803434134,1.3,PNST
177,0.787200806,0.766871097,14.9,0.935932568,0.917303039,9.9,0.812524175,0.787664556,-2.2,FRED
178,0.82429012,0.823909681,0.4,0.753044254,0.749331196,-0.5,0.830153388,0.817828307,10,CNRN
179,0.739219055,0.629610027,10.1,0.851882531,0.822746642,23.4,0.850719834,0.818319177,26,CSRN
180,0.801798642,0.758889029,-10.8,0.831082573,0.622626595,61.5,0.614436777,0.271672097,75.5,CSRN
181,0.72359463,0.422474239,-30.9,0.311121278,0.22585357,-26.8,0.680966448,0.199406718,57.9,URBN
182,0.76012732,-0.081307364,-48.6,NA,NA,NA,NA,NA,NA,WATR
183,0.710913531,0.626109177,13.9,0.891754589,0.858639857,27.5,0.76874251,0.708744635,-10.9,CNRN
184,0.882429893,0.72238663,27.8,0.852959736,0.818122492,-13.1,0.821387633,0.816832756,4.6,WCAK
185,0.865597693,0.845852686,9.5,0.825378677,0.755104575,-22.3,0.871335868,0.863675898,6.1,PNST
186,0.721394446,0.704325905,-4.7,0.773566583,0.583602723,-35,0.843663677,0.83468255,-4.1,WCAK
187,0.805811344,0.725482945,20.5,0.881486302,0.680508668,-31.6,0.869111578,0.838889046,-6.8,PSST
188,0.566264188,0.46228706,11.2,0.792985684,0.78960247,7.3,0.738591444,0.693222004,-10.6,CNRN
189,0.854701224,0.852575174,2.3,0.666623661,0.598671258,-19.4,0.855020849,0.828269482,-8.3,WNAK
190,0.820533081,0.807997997,7.3,0.778655654,0.741978445,-0.1,0.759777346,0.715829838,0.5,CNRN
191,0.755045075,0.728857555,-6.9,0.809720742,0.736719454,32.1,0.686876715,0.597653779,39.9,CSRN
192,0.881273586,0.868565239,4.2,0.777451321,0.721795026,-21.7,0.867337464,0.855179466,1.7,ASWN
193,0.843952669,0.831151132,-6.5,0.776506704,0.554166171,65.5,0.518589835,0.18458326,77.7,SSYB
194,0.653073952,0.55774256,10.9,0.516401443,-0.05287653,47,0.624374486,0.319766651,58,SSYB
195,0.890078283,0.875844601,11.4,0.878215517,0.877470317,0.4,0.847101133,0.832127358,7.7,ASWN
196,0.637569078,0.497715226,2.2,0.883411209,0.789496715,31.7,0.767079959,0.750918444,2.2,CSRN
197,0.701843621,0.658385229,2.3,0.890125449,0.858700006,22.8,0.837036059,0.802977207,-2.3,CSRN
198,0.749612525,0.692871266,7.8,0.866388331,0.284784235,-46.7,0.753849004,0.702842293,-9.1,WSAK
199,0.648792204,0.574207012,1.4,0.866692984,0.844186219,17.8,0.796547733,0.790499758,7.3,CNRN
200,0.709505744,0.57897144,-1.7,0.851339223,0.435764543,67.6,0.734028885,0.513950246,57.9,CSRN
201,0.784208863,0.761677463,-1.6,0.812242806,0.662223786,46.4,0.717016201,0.548279336,51.4,SSYB
202,0.836339282,0.825030793,-7.3,0.915638391,0.752331756,-24.9,0.622491919,0.595624335,-12.9,PSST
203,0.739461159,0.701835519,6.7,0.891810129,0.879638649,16.7,0.767197789,0.750343303,2.6,CSRN
204,0.804016076,0.762768731,-12.2,0.761716891,0.630558289,48.7,0.603082766,0.381022849,58.8,SSYB
205,0.682000727,0.617917777,2,0.877888455,0.769878855,37.5,0.853950871,0.839948369,14.2,CSRN
206,0.812766433,0.794195959,9.7,0.922864369,0.897618894,-12.1,0.809157472,0.78533674,22.8,ASWN
207,0.815960248,0.77344475,16.5,0.731821481,0.711958933,-10.8,0.817241296,0.797541387,9.2,PNST
208,0.847559625,0.816313928,18.1,0.947333263,0.926534248,-7.5,0.854959585,0.845334481,13.2,WEEF
209,0.804401502,0.115172855,-49.9,NA,NA,NA,NA,NA,NA,WATR
210,0.665115636,0.570052586,5.6,0.809700629,0.774304016,25.4,0.627541603,0.619552387,14.6,CNRN
211,0.788489189,0.699683695,5.4,0.916451368,0.910842694,-3.6,0.578875431,0.513793627,11.9,PSST
212,0.73510188,0.703127836,0.5,0.898528214,0.877401172,21.2,0.762167025,0.752560536,7.8,SNYB
213,0.669579698,0.64748541,4.6,0.84871686,0.823099943,-6.3,0.870838469,0.817850633,-8,CNRN
214,0.84826047,0.844107481,3.2,0.863015052,0.795818629,-16.2,0.788594782,0.778500213,10.2,SNYB
215,0.662043892,0.610072174,-4.3,0.83881794,0.802658396,26.4,0.773056117,0.754574856,18.6,CSRN
216,0.789223391,0.739964304,21,0.852263567,0.835805359,-5.3,0.76070554,0.710966326,-11.9,ASEN
217,0.81648167,0.804282808,7.8,0.901246155,0.847035163,-16.4,0.819664682,0.765684948,33.1,PNST
218,0.885342974,0.7613096,26.5,0.907830065,0.893183,9.8,0.768277001,0.704141664,24.8,PSST
219,0.664164585,-0.026426346,35,0.883622743,0.862986026,-13.8,0.851617163,0.829212193,-3.7,CSRN
220,0.697582588,0.662259742,7.8,0.813061847,0.811380566,5.3,0.870671575,0.8394664,-5.7,CNRN
221,0.76809703,0.714266523,-14.4,0.677340191,0.462743315,68.4,0.376154313,-0.044769793,94.9,SSYB
222,0.695031829,0.590457436,7,0.901426035,0.806539536,30.6,0.794501007,0.740273825,-12.2,CSRN
223,0.852592248,0.824815647,13.5,0.907919657,0.869840181,-14.5,0.835675889,0.822151191,-2.2,PSST
224,0.60872385,0.538957675,4.5,0.829550518,0.819545188,6.8,0.85476866,0.853461098,2.6,CNRN
225,0.836082129,0.812543332,-5.2,0.84019934,0.839068178,-2.1,0.780034009,0.760729252,16.2,CSRN
226,0.822411974,0.815647335,7.1,0.838866856,0.823652289,-11,0.82847839,0.804472683,-5.5,PNST
227,0.720257136,0.686826598,8.1,0.80915708,0.804443024,8.4,0.898204094,0.887608789,14.5,CNRN
228,0.76949239,0.705811706,-13.7,0.815298772,0.520666208,-41.4,0.840710093,0.733332845,-22.7,WNAK
229,0.769804962,0.73953092,-1.8,0.818503627,0.770537391,-18.5,0.816751946,0.805010365,-2.9,WCAK
230,0.733353521,0.593959676,9.4,0.857661858,0.72444399,44.8,0.738964946,0.694353573,31,CSRN
231,0.712973924,0.668503239,0.3,0.869051501,0.844994479,15.9,0.788358232,0.78006351,1.3,CNRN
232,0.832366098,0.828389485,1.2,0.880441465,0.874788578,8.8,0.825898591,0.8060909,18.1,CNRN
233,0.723292152,0.691870795,10.4,0.770302442,0.757368669,15.9,0.785587444,0.761438338,22.4,CNRN
234,0.556323622,0.401436658,14.5,0.806357011,0.802462195,8.9,0.728600509,0.687046313,-10.7,CNRN
235,0.809464005,0.803293176,-3.5,0.551247135,0.539405822,-9.6,0.767459012,0.751881437,-4.3,PNST
236,0.841421105,0.746217565,22.3,0.853983405,0.836120367,2.6,0.801558661,0.751956927,-10.8,PNST
237,0.615531871,0.551974837,5.8,0.921103021,0.915778746,-3.6,0.888602481,0.833746946,-14.1,CNRN
238,0.743371151,0.679911658,-1.8,0.869986898,0.674404478,54.3,0.785298057,0.540056779,59.9,CSRN
239,0.690855944,0.598420884,4.5,0.805033179,0.768921711,27.9,0.606874128,0.589517412,22.4,CNRN
240,0.91355911,0.872941537,1.9,0.935749976,0.92750329,9.4,0.864270931,0.798511788,-14.1,WEWF
241,0.862428327,0.831595047,18.2,0.908188493,0.880068818,-7.9,0.832025191,0.805120659,24.7,PNST
242,0.624545316,0.551926446,-1.9,0.666298568,0.626299554,20.6,0.498589185,0.491251577,3.8,CSRN
243,0.820520142,0.508095494,-30.7,0.623297431,0.585830424,-10.8,0.552777317,-1.240330681,138.5,URBN
244,0.791106576,0.783213625,3.9,0.873890388,0.847165535,-11.2,0.804975212,0.792072109,4.5,FRED
245,0.554517639,0.499542103,3.9,0.92817105,0.92235727,-5,0.875760779,0.751013025,-26.2,CNRN
246,0.862085887,0.74602908,22.8,0.81710562,0.786426762,4.3,0.80082967,0.757734329,-9.7,PNST
247,0.863220589,0.83943214,14.4,0.884509428,0.880061796,-4.7,0.824038615,0.749992803,-12.9,CNRN
248,0.819117969,0.817841053,3,0.826820594,0.800455883,-9.6,0.839058561,0.828394901,-3.5,WNAK
249,0.764376558,0.700832049,6.5,0.886487424,0.815960787,31.5,0.746224063,0.73517164,15.3,CSRN
250,0.616149002,0.56026527,5.5,0.770831999,0.769235715,-1,0.681108338,0.678446285,8.3,CNRN
251,0.580739762,0.508942678,12.5,0.93423699,0.890362744,-4.2,0.829254948,0.738641007,-15.7,CNRN
