SUB,R2-ET,NSE-ET,PBIAS-ET,R2-LAI,NSE-LAI,PBIAS-LAI,R2-NPPC,NSE-NPPC,PBIAS-NPPC,LULC
929,0.875870979,0.805432571,17.9,0.804778838,0.800868728,-3.5,0.805550842,0.778036214,-3.9,WNAK
930,0.720581336,0.653075014,-17.6,0.856641272,0.272469258,-47.2,0.717878579,0.712903083,6.6,WSAK
931,0.759558294,0.637498569,13.4,0.76408958,0.686388767,36.5,0.821336555,0.584184973,60.3,CSRN
932,0.816862704,0.767579727,21,0.825949499,0.821005929,-7.3,0.806954077,0.791237582,-0.7,CNRN
933,0.842904417,0.838862204,2.7,0.853318567,0.845435263,2.7,0.84977963,0.815071441,-0.2,CNRN
934,0.85358786,0.795200699,23.9,0.943874497,0.943118684,2.8,0.825528645,0.80807457,18,ASEN
935,0.8723071,0.863603671,7.5,0.721029864,0.701563782,5.7,0.804734896,0.771722905,-3.9,PNST
936,0.771207262,0.763348868,7.5,0.808802636,0.798576724,10.3,0.799756772,0.787574435,9.5,CNRN
937,0.739946243,0.688541824,12.6,0.808261124,0.795687982,13.9,0.82785434,0.754806395,30.3,CNRN
938,0.764519605,0.615477353,-23.8,0.311659225,-0.140700781,-60.6,0.740866582,0.476565797,-41.7,URBN
939,0.815580987,0.791324885,16.6,0.851234316,0.712915203,-29.5,0.801811062,0.667645633,-25.2,ASEN
940,0.845356387,0.821854273,16,0.81347368,0.787728306,-14.9,0.806791057,0.701965257,-22.2,ASEN
941,0.874170948,0.823550293,14.3,0.8119673,0.74484969,32.2,0.747598973,0.723603688,21.8,CNRN
942,0.842510646,0.81939117,-8.5,0.766020147,0.717557702,-16.3,0.821721631,0.755967247,-7.7,PNST
943,0.619695279,0.546312148,3.2,0.909175305,0.907076912,5,0.862423672,0.85243537,-2.4,CNRN
944,0.728935276,0.696827723,-0.5,0.829762321,0.804260243,23.9,0.779303046,0.761394003,15.5,CNRN
945,0.878124623,0.848486852,15.6,0.749666271,0.739703563,-7.5,0.85580417,0.78048613,32.6,ASWN
946,0.51743051,-0.880366716,41.9,0.821539358,0.665046044,-31,0.84519577,0.765168432,-16.5,PSST
947,0.632572671,0.577402949,10.9,0.762734503,0.752793355,3.7,0.716014637,0.689626703,-1.9,CNRN
948,0.590652636,0.564980304,-4.2,0.85582465,0.846547236,4.8,0.71665744,0.696361218,-1.3,CNRN
949,0.828241314,0.802660181,-9.6,0.749812358,0.535167973,63.9,0.478543246,0.140007976,75.1,SSYB
950,0.876589279,0.84389353,19.3,0.882978967,0.881221426,-4.4,0.827209205,0.819541488,2.4,WEEF
951,0.639533802,0.5281895,16.8,0.753986968,0.732496017,19,0.713901589,0.707730588,11.4,CNRN
952,0.627024913,0.33742232,4.4,0.793999685,0.565635322,51.4,0.644874554,0.632445979,13.6,CSRN
953,0.819872722,0.786368995,-4.6,0.905930159,0.814589718,-23.6,0.874148203,0.840732346,-3.7,PNST
954,0.760317868,0.747465197,4.1,0.84615178,0.835197105,-5.6,0.884327836,0.818730216,-13.3,CNRN
955,0.849412469,0.838442901,8.5,0.821709892,0.745893331,-21.1,0.834328605,0.774217213,-11,PNST
956,0.830620434,0.780450104,18.4,0.803640056,0.729155136,26.5,0.79587901,0.734714146,32.4,PNST
957,0.787904484,0.779560066,-3,0.707125599,0.701011091,-9.1,0.85130743,0.820798005,-5.8,CNRN
958,0.757981064,0.725921368,-2.1,0.905098081,0.694302354,-34.7,0.763796857,0.752966562,6.8,ASWN
959,0.684017422,0.027838794,39.3,0.842264124,0.794486097,-14.2,0.814582982,0.792065658,-5.6,PSST
960,0.833884967,0.768875245,17.4,0.779255849,0.735577489,-1.9,0.816887991,0.803066857,-3.4,PNST
961,0.798438258,0.779474945,5.8,0.861813855,0.848423235,8.9,0.808403463,0.738000999,-10.8,SNYB
962,0.591479969,-0.142481947,41.3,0.823531203,0.730419069,-23.5,0.919021736,0.816594166,-18.3,PSST
963,0.542978369,0.411107441,13.4,0.786913296,0.786079897,3.9,0.729931378,0.717313605,-1.5,CNRN
964,0.870767007,0.802168426,-8.7,0.911837483,0.768643951,-23,0.862015559,0.805417087,-6.2,PNST
965,0.585660574,0.372555575,4.4,0.73567698,0.693707509,17.9,0.76062849,0.74837144,3.2,CSRN
966,0.83144893,0.807518237,8.5,0.914109064,0.855310614,-16.4,0.848294098,0.834145839,16.5,ASWN
967,0.669071924,0.392482187,21.3,0.441161807,-0.215967528,-44.9,0.593466681,-0.380980241,73.1,CSRN
968,0.740005358,0.642158016,10.3,0.845370141,0.775615514,39.8,0.597865781,0.580556088,22.8,CSRN
969,0.709553685,0.634269564,15.8,0.802262537,0.794855736,13,0.729072768,0.699637361,25.1,CNRN
970,0.765128198,0.747084008,3.5,0.827847842,0.822397901,5.5,0.806747387,0.73357241,-11.9,CNRN
971,0.736552629,0.705105329,10.4,0.794316934,0.778727297,17.2,0.79677537,0.788942615,12.9,CNRN
972,0.673013651,0.593649206,12.8,0.906338415,0.859813398,28.9,0.74699816,0.690491674,-12.2,CNRN
973,0.819324154,0.790276854,18,0.769144603,0.760509991,1.2,0.774694636,0.771754947,5,ASEN
974,0.813154263,0.747812673,20.3,0.802293651,0.7925807,6.2,0.778612316,0.74847702,26.3,PNST
975,0.860555763,0.837864922,-2.4,0.784390703,0.720963007,13.1,0.825456125,0.796456148,19.7,WEEF
976,0.806584919,0.778866432,17.7,0.795123338,0.748404952,-18.3,0.789021401,0.746832937,-10.3,ASEN
977,0.806116776,0.717670539,-8.3,0.874015396,0.778607515,-22,0.846532897,0.83488886,1,WCAK
978,0.622658215,0.554243581,5.4,0.904198331,0.903799192,1.5,0.867816587,0.815855845,-13.9,CNRN
979,0.706377718,0.476553878,11.2,0.862612659,0.611358633,47.6,0.825412461,0.785388948,25.9,CSRN
980,0.790533851,0.770135469,-8.4,0.726745778,0.584135992,53.2,0.482915456,0.268204988,68,SSYB
981,0.619848532,0.420345016,-1.9,0.82780672,0.333086504,56.1,0.811603734,0.72904154,35.3,CSRN
982,0.778572895,0.698574786,10.9,0.779562772,0.536640315,64.5,0.513055636,0.039152188,93.9,CNRN
983,0.673298146,0.673239083,0.2,0.365362057,0.268791477,-29.3,0.722653545,0.435263875,46.3,URBN
984,0.707281855,0.600549799,1.9,0.870822059,0.658677661,61.2,0.666701981,0.548654052,49.5,CSRN
985,0.568554284,0.494209953,5.3,0.896852383,0.89408424,7.5,0.879696486,0.845974627,-4.9,SNYB
986,0.700642946,0.60979104,3.4,0.842119245,0.768297197,35.4,0.721454959,0.700941125,5.3,CSRN
987,0.797548483,0.781488777,-7.7,0.804559982,0.216060662,-47.9,0.735818212,0.647113627,-17.1,WSAK
988,0.619375145,0.552131195,11.1,0.807495003,0.79862309,-3.9,0.810758065,0.735596222,-16.9,CNRN
989,0.844930113,0.832860878,10,0.739710045,0.654964174,-3.3,0.837225236,0.823578255,13.9,PNST
990,0.806713134,0.781972454,16.2,0.867652046,0.75288996,-24.6,0.773248428,0.674424339,-21.2,ASEN
991,0.684592065,-0.659046525,49.4,0.784351863,0.764061401,-0.8,0.782147589,0.773027172,6.5,PSST
992,0.680266481,0.383053566,-35.1,0.766979642,-0.229057037,-64.2,0.782220968,0.708107956,-17.8,WSAK
993,0.846227265,0.816169315,15.2,0.919316456,0.894479667,-12.4,0.827360094,0.818483453,-2.8,WCAK
994,0.836983135,0.824792169,2.2,0.91502566,0.889633381,-10.5,0.867122429,0.855800331,12.3,PNST
995,0.891369455,0.565069315,-36.6,0.91361298,-3.91627205,167.1,0.820452686,-7.142446756,291.1,ASWN
996,0.833557928,0.833004391,1.2,0.832201835,0.831499401,2.1,0.774571808,0.706245857,30.5,CSRN
997,0.874582433,0.857105482,13.1,0.912690467,0.911620147,1.9,0.830475056,0.798854173,-1.2,PNST
998,0.686665544,0.617474803,3.9,0.916366217,0.874224877,27.4,0.731902625,0.722978418,10.8,CSRN
999,0.59439678,0.547686603,6,0.92939195,0.907592225,-4.1,0.844686109,0.751573855,-17.8,CNRN
1000,0.811685096,0.781593458,1.4,0.838253648,0.826297881,-0.8,0.782747695,0.772253158,-1.8,WCAK
1001,0.765151579,0.737495224,2.4,0.83273876,0.821731894,16.3,0.709396784,0.680436198,-2.4,CNRN
1002,0.671994649,0.555388545,-4,0.863055369,0.709884451,43.6,0.680989529,0.65571251,1.1,CSRN
1003,0.810536876,0.796935534,-5.6,0.780336899,0.481612528,72.2,0.552881321,0.301923074,69,SSYB
1004,0.813425141,0.613096873,-25.7,0.476373667,0.336393244,-33.1,0.779882608,0.766631411,-0.1,URBN
1005,0.881973728,0.848911925,0.7,0.936974853,0.923738915,-5.2,0.84639038,0.782608254,-11.8,CNRN
1006,0.776855329,0.6840396,12.3,0.642517734,0.578946474,29.9,0.621252105,0.441672331,55.5,CNRN
1007,0.790655248,0.766238242,10.4,0.778260615,0.751004997,-9.3,0.806272688,0.795292677,-3.7,PNST
1008,0.742179,0.713824912,2.9,0.831083128,0.817397041,16.1,0.682514957,0.654767804,1.7,CNRN
1009,0.766797023,0.680902627,26.9,0.849764789,0.842251205,-5.3,0.761069476,0.700766294,-13.7,ASEN
1010,0.714754612,0.659002441,4.8,0.919934915,0.896264781,23,0.77651842,0.688367504,-13.2,CSRN
1011,0.823750343,0.809030268,9.1,0.710885591,0.655263103,11.7,0.813647547,0.806411943,2.5,CNRN
1012,0.624766007,-0.498068907,46.2,0.830873164,0.707749179,-27.3,0.861512613,0.791342668,-16.1,PSST
1013,0.860053334,0.810530516,14.4,0.850549702,0.846706609,1.7,0.802808328,0.770348533,-6,PNST
1014,0.788816747,0.750827744,20.6,0.779523292,0.746145797,-16.5,0.79840897,0.772422595,-5.4,ASEN
1015,0.720641863,0.716018881,0.2,0.499910237,0.397119396,-33.2,0.846530462,0.795403219,-12.8,PNST
1016,0.73008538,0.718220556,-2.2,0.879369978,0.853083286,-3.5,0.682282136,0.663279672,3.6,CSRN
1017,0.790112444,0.789230818,-2.2,0.845730313,0.815391969,9.2,0.811546566,0.779205537,5.4,CNRN
1018,0.705539945,0.679513468,15.6,0.863442275,0.63509567,-33.6,0.750495623,0.677818419,-16.7,ASEN
1019,0.803629822,0.772274288,-1.2,0.824379284,0.571944036,67.2,0.630809738,0.24537609,79.1,CSRN
1020,0.632740803,0.598146057,-1,0.855061661,0.849402859,5.3,0.915496456,0.910229562,9.7,CNRN
1021,0.642639264,0.392706,16.8,0.87330665,0.867332039,-6.5,0.809898772,0.79582646,-1.8,CSRN
1022,0.831049196,0.819466091,6.4,0.879903462,0.640014203,-36.3,0.871116106,0.837543702,-11.5,PSST
1023,0.69716147,0.632764309,2.4,0.776315393,0.751225596,17.6,0.832846359,0.815311531,12.1,CSRN
1024,0.722086049,0.707593962,5.9,0.350312817,0.305921362,-18.6,0.722491436,0.330505178,55.5,URBN
1025,0.866701129,0.736215918,-16.2,0.784474393,0.485017303,-39.6,0.811491662,0.246314038,-60.5,WETN
1026,0.837343253,0.726110437,22.7,0.834666725,0.758220694,11,0.794329022,0.768663416,-7.1,PNST
1027,0.756418959,0.732671703,-4.5,0.816033378,0.591620976,-37.6,0.806351328,0.727651362,-19.5,WNAK
1028,0.831503513,0.800971366,18.4,0.805332773,0.784986663,-14.1,0.805157758,0.788628059,-3.1,ASEN
1029,0.718955276,0.63249911,5.2,0.730323466,0.606015065,47.2,0.569083068,0.458779687,50.5,CSRN
1030,0.909848745,0.634835357,-34,0.897546372,-2.578279554,151.3,0.748950212,-5.770081294,279.1,ASWN
1031,0.876180123,0.848134513,-0.7,0.907698702,0.867793934,-15.4,0.874698314,0.83720838,-3.3,PNST
1032,0.723524756,0.703594825,-1,0.837351896,0.799752515,26.7,0.822282439,0.806534668,14.9,CSRN
1033,0.758365454,0.748780728,5.5,0.640143272,0.62600767,17.2,0.606102109,0.466992891,50.8,CNRN
1034,0.857905554,0.853542741,-0.8,0.691682446,0.689728391,4.4,0.804731393,0.79112178,12.5,PNST
1035,0.872703328,0.800355286,20.7,0.901713368,0.815278282,-19.6,0.845585358,0.825217271,-5,PSST
1036,0.711269871,0.639726255,9,0.681171409,0.549490969,53,0.501795098,0.259912164,71.5,SNYB
1037,0.693030078,0.579929981,8,0.655778822,0.457543687,63.4,0.495347543,0.206774296,80.5,CSRN
1038,0.825849946,0.825756593,0.5,0.734911501,0.719026039,16.6,0.716253681,0.690141455,8.7,CNRN
1039,0.808137046,0.759435672,-8.8,0.809348345,0.729244454,-19.8,0.816612867,0.469794549,51.6,WCAK
1040,0.680177239,0.59532607,4.6,0.739448208,0.66568854,33.4,0.637521776,0.628131831,15.2,CSRN
1041,0.872396578,0.839140147,0.8,0.902007729,0.89135566,-10.1,0.844993738,0.766652716,-15.5,FRED
1042,0.805741491,0.780405567,0.1,0.834143751,0.64363206,58.9,0.612458945,0.250298229,77.6,CSRN
1043,0.863159053,0.845946181,13.2,0.90076817,0.886390431,-6.9,0.833300458,0.818861444,7.5,ASWN
1044,0.636631955,0.389961271,5.8,0.886893529,0.681966278,39.5,0.849482995,0.838482877,5.2,CSRN
1045,0.62373095,0.366847362,7.7,0.80106778,0.533187163,47.2,0.723017486,0.715788238,4.8,CSRN
1046,0.734397579,0.628956351,11.7,0.891547422,0.45313332,-40.6,0.782956355,0.767452123,-3.5,PSST
1047,0.815515844,0.805602432,-1.2,0.702150942,0.691511549,-11.5,0.849538509,0.789518165,-13.3,PNST
1048,0.847032153,0.829471852,10.9,0.772761448,0.770139948,-5.4,0.794023131,0.768635582,-8.2,ASEN
1049,0.787517559,0.78129672,2.9,0.798027429,0.74968066,32.6,0.644520572,0.634858275,12.2,SNYB
1050,0.771300814,0.763700373,-6.4,0.862896728,0.81780856,-8.7,0.829610407,0.759883761,-8.3,PNST
1051,0.754593341,0.72832933,10.3,0.814553651,0.648389806,47.1,0.664068551,0.646960072,-4,CNRN
1052,0.77819557,0.753824631,8.8,0.65780881,0.559119975,38.8,0.782782371,0.433847189,63.3,CNRN
1053,0.858450576,0.82223355,-1.1,0.870950642,0.528956786,-43.5,0.840576067,0.649954842,-31.2,ASEN
1054,0.7365484,0.724607781,7.2,0.827224331,0.726001482,32.1,0.871455106,0.8621848,14,CNRN
1055,0.753494105,0.708898005,-14.4,0.879680253,0.846783923,-13.3,0.607726799,0.544171473,7.7,WSAK
1056,0.882726637,0.849887852,-3.2,0.876546669,0.872438203,-6.5,0.866890245,0.804907908,-10.9,PNST
1057,0.850438862,0.841820588,-0.4,0.761397917,0.754285005,-8.1,0.856230471,0.787763282,-12.4,PNST
1058,0.586575632,0.450015893,10.4,0.911264192,0.909110709,6,0.861290054,0.855445037,8.2,CNRN
1059,0.756417418,0.72880515,17.7,0.927072047,0.916107636,-7.1,0.804778308,0.161288235,85.2,ASWN
1060,0.679967547,0.569157221,2.1,0.899832338,0.830973041,37.6,0.729235937,0.679638114,-2.2,CSRN
1061,0.600125829,0.525060502,-4.2,0.783711809,0.753826398,21.1,0.707322716,0.698133621,8.6,CSRN
1062,0.584385752,0.381033048,13.7,0.909261124,0.902641201,11.1,0.858521669,0.852806769,8.2,CNRN
1063,0.821337491,0.731690692,25.4,0.923584109,0.923398856,-0.8,0.816773717,0.799460571,3.3,ASWN
1064,0.816348132,0.764378352,17.9,0.830324134,0.818560751,-6.4,0.799422109,0.766135991,-7.9,PNST
1065,0.691016661,0.468088814,18.9,0.881847243,0.852072785,-13.2,0.814777555,0.805979422,3.2,CSRN
1066,0.671514735,0.574586181,6.4,0.888014829,0.86986696,20.6,0.702968704,0.689019655,3.9,CNRN
1067,0.689538797,0.658601365,3.5,0.927477091,0.915553339,-1.5,0.760302695,0.663174401,-21.8,CNRN
1068,0.676848314,0.484567035,17.2,0.865198925,0.837650917,-10.4,0.793719686,0.776152941,-4.1,CSRN
1069,0.595867596,-0.060839429,35.5,0.839360717,0.653578965,-33.8,0.88970527,0.806349984,-18.6,PSST
1070,0.770966834,0.401423998,-35,0.835392458,-4.471916355,252.7,0.732838714,-1.261118044,159.9,CSRN
1071,0.807848938,0.794522484,10.1,0.455306172,0.427256305,-14.1,0.854822668,0.812940226,22.7,PNST
1072,0.843882745,0.784790221,-9.9,0.820925043,0.812097063,-1.1,0.806251844,0.774908171,2.1,PNST
1073,0.585841933,0.434393536,-1,0.708798134,0.532795795,37.3,0.584130337,0.56737232,21.4,CSRN
1074,0.814092066,0.74873535,2.2,0.769928041,0.739821737,-2.8,0.618817914,0.595553282,16.8,SSYB
1075,0.756442862,0.743591264,2.8,0.829575571,0.819864823,9.6,0.809937859,0.776940773,0.9,CNRN
1076,0.785667545,0.667309124,28.6,0.762681337,0.551888225,26.4,0.795184381,0.637975545,44.4,ASEN
1077,0.657257524,0.628484129,6.3,0.789165165,0.784547765,-0.9,0.800633623,0.750363462,-11.1,SNYB
1078,0.692949552,0.616320188,4.1,0.906217374,0.8760711,25.1,0.759950137,0.745378094,16.9,CSRN
1079,0.851273407,0.82448127,13.3,0.937083032,0.936311856,0,0.798724789,0.787107314,12,ASWN
1080,0.695792333,0.343296526,24.7,0.8726478,0.871051281,-2.2,0.783553764,0.768692667,4.1,PSST
1081,0.754759049,0.747155299,-1.2,0.772859745,0.771277626,4.3,0.838569909,0.751075945,-12.3,SNYB
1082,0.713809617,0.698439375,-3.7,0.917576246,0.912683885,2.8,0.83885011,0.816529895,-3.6,CSRN
1083,0.841875115,0.77259563,25.6,0.949345204,0.926722866,-7,0.829939925,0.813279442,17.6,ASEN
1084,0.817321501,0.386894027,20.5,0.813642145,0.754323357,-15.8,0.596444884,0.576740135,8.3,WSAK
1085,0.739505399,0.558581415,34.5,0.911844205,0.899783682,-7.9,0.779638139,0.660486103,43,ASWN
1086,0.828889814,0.746878853,27.4,0.918047053,0.311930655,72.7,0.792570518,0.200469758,79.4,CNRN
1087,0.74315819,0.682915087,7.8,0.880547452,0.874231043,11.9,0.845274788,0.809220699,-3.2,CNRN
1088,0.558799033,0.465863991,7.8,0.770843171,0.769732454,4.3,0.692800295,0.687914571,11.3,CNRN
1089,0.776570777,0.662370026,-20.2,0.890209016,0.516491768,-37.4,0.594442393,0.513616474,-23.7,WSAK
1090,0.668547843,0.54346489,3.8,0.897081832,0.767753246,39.5,0.787507577,0.77614413,10.3,CSRN
1091,0.66312315,0.538242279,4.5,0.885359109,0.77396298,34.1,0.8491455,0.837398154,10.4,CSRN
1092,0.792603102,0.724866514,23.5,0.783179436,0.762093015,-12.6,0.795340387,0.787764926,4.9,ASEN
1093,0.777763075,0.733629364,8.1,0.841421116,0.831989877,5.1,0.834419782,0.815711254,2.4,SNYB
1094,0.82978431,0.816072618,-2.2,0.778028658,0.776937035,-2.8,0.817390711,0.751378013,-10.1,PNST
1095,0.547594371,0.06626235,29.4,0.809661256,0.618253475,-34.4,0.866986664,0.801687964,-17.1,PSST
1096,0.742145199,0.635162133,13.5,0.814080763,0.731472509,32.9,0.857436437,0.476705511,65,CNRN
1097,0.807440755,0.795075436,3.6,0.913716272,0.891343782,3.9,0.798862331,0.65982833,-22.4,CNRN
1098,0.715073615,0.693680072,3.8,0.789640228,0.789229905,-1.1,0.907896216,0.884744825,-3.6,CNRN
1099,0.642769351,0.608458092,-6,0.76142077,0.49889198,-45.2,0.768232522,0.668003744,-22,ASWN
1100,0.68459235,0.635218936,2.1,0.786970587,0.761819474,23.8,0.632093738,0.616793136,20.9,CNRN
1101,0.695118385,0.604382256,17.1,0.922931071,0.771226052,-26.5,0.837582509,0.826336731,-2.9,WNAK
1102,0.704144257,0.57892941,0.5,0.863649406,0.584597186,55.7,0.799300411,0.730863251,35.8,CSRN
1103,0.704752888,0.596671502,9.5,0.778696296,0.709852481,28.9,0.66507459,0.658098061,13.1,CSRN
1104,0.506005485,0.389439618,9.8,0.838329495,0.837769528,3.5,0.789904269,0.781247592,1.9,CNRN
1105,0.775317476,0.744796178,10.9,0.598056499,0.519161816,36.8,0.585463923,0.417747504,51.3,CNRN
1106,0.815610348,0.79584174,-4.1,0.781301645,0.664518961,-29,0.862922873,0.738264351,-25,WNAK
1107,0.762599711,0.715861825,-15.2,0.886084292,0.874820476,-7.2,0.622205236,0.524496892,15,WSAK
1108,0.647957389,0.588320187,3.8,0.879650559,0.875769886,8.2,0.888807382,0.874970845,15.8,CNRN
1109,0.801365114,0.767925342,12.3,0.911601745,0.856188528,-9.2,0.754932306,0.71512405,27.9,CSRN
1110,0.582931558,0.550875956,4.2,0.859120482,0.841091031,-8.4,0.82830858,0.731944779,-21.2,CNRN
1111,0.789385398,0.741077076,17.6,0.897634724,0.802580429,-21.9,0.852435724,0.813992143,-9,PSST
1112,0.820292177,0.773000033,23.5,0.850454416,0.797705489,-17.4,0.783022826,0.694266483,-17.8,ASEN
1113,0.826786063,0.80378434,13.5,0.819065001,0.676990209,35,0.802593337,0.743099976,34.8,CNRN
1114,0.858989516,0.850509114,8.4,0.717462389,0.620804074,-0.3,0.831579845,0.812039097,16.3,PNST
1115,0.726116698,0.662792766,-16.5,0.789539857,0.750088832,-13,0.76443812,0.752228728,13,PSST
1116,0.660075102,0.603171043,9.1,0.885492561,0.884991098,-2.2,0.889321679,0.824592965,-15.9,CNRN
1117,0.813330393,0.799447569,8.2,0.897959042,0.886674469,-9,0.802849461,0.739002096,-12,FRED
1118,0.775540059,0.772905557,-3,0.842280032,0.823691159,5.7,0.751463778,0.726747422,19.3,CSRN
1119,0.716110719,0.695532419,0.5,0.875437562,0.873815894,6,0.834664155,0.763938447,-12.4,CNRN
1120,0.681732605,0.623386563,1.2,0.871335018,0.848930884,14.8,0.817914335,0.797882501,-4.6,CNRN
1121,0.830852066,0.733012346,-19.6,0.8799126,0.454824368,-39.7,0.682604659,0.664312216,-9.1,WSAK
1122,0.659109171,0.557393254,0,0.77154802,0.700287872,18.4,0.846538308,0.824401921,2.4,CSRN
1123,0.911406447,0.841631237,-2.7,0.898168643,0.878752041,11.7,0.802500888,0.768023962,-1.6,PNST
1124,0.683096139,0.595190074,3.4,0.866979198,0.786129842,30.3,0.812682865,0.801329198,10.4,CSRN
1125,0.615127265,0.549949439,3.6,0.874992686,0.874481456,0.1,0.897889596,0.87853334,-7.6,CNRN
1126,0.544127448,-0.437606614,39.1,0.781650851,0.636076667,-33,0.878546758,0.788268179,-22.2,PSST
1127,0.8011314,0.773858039,1.6,0.894206746,0.891130234,6.8,0.861619892,0.843893564,8.4,CNRN
1128,0.717387811,0.706670839,-1.2,0.900067638,0.831920561,-22,0.82495098,0.782794706,-6.8,ASWN
1129,0.890221455,0.872047281,13.7,0.88367061,0.874421404,-4.2,0.824458036,0.807170293,9,ASWN
1130,0.795797572,0.767185662,17.5,0.863077526,0.859273517,-2.7,0.764452703,0.739870339,-7.1,ASEN
1131,0.669903827,0.447835673,5.5,0.89477567,0.677551022,42.1,0.823580564,0.814290237,10.6,CSRN
1132,0.661573885,0.600899819,0.3,0.822946044,0.770150514,29.3,0.768561565,0.747105315,21.2,SNYB
1133,0.700546552,0.613367757,13.7,0.906592584,0.746229088,36.8,0.847181769,0.837382219,-2.1,CNRN
1134,0.702569355,0.702207726,1.3,0.904020778,0.618843815,-37.9,0.874080663,0.789655799,-19,PSST
1135,0.728883946,0.685754866,-4.4,0.809024262,0.603909384,-35.8,0.819983272,0.808694598,-4.5,WCAK
1136,0.818280055,0.813951533,-5,0.692281481,0.674794002,-13.1,0.814239362,0.803528562,13.3,PNST
1137,0.632783317,0.400014383,8.5,0.810636087,0.565227727,47.5,0.750378032,0.73769949,16.8,CSRN
1138,0.752474208,0.746140587,-5.4,0.816048053,0.79448755,14.1,0.731020085,0.680497318,-14.6,PNST
1139,0.812886699,0.757544074,17.2,0.824448134,0.55541949,24.9,0.828307229,-0.098351908,90.1,PNST
1140,0.809941274,0.777147958,-1,0.901253754,0.761680857,-28.1,0.816503201,0.743171156,34.5,ASWN
1141,0.831961923,0.79009325,22.3,0.77807606,0.774957896,-5.6,0.765577319,0.75722498,-0.6,ASEN
1142,0.786919273,0.756853382,8.3,0.692068843,0.676817268,17.9,0.735256973,0.684231894,32.3,CNRN
1143,0.81498172,0.811266228,4,0.827215154,0.825595526,4.6,0.832600109,0.817756891,7.4,CNRN
1144,0.643751681,0.418224577,5.8,0.861504994,0.7129547,32.8,0.843155185,0.82879076,16.8,CSRN
1145,0.695772269,0.681828724,-4.7,0.807191027,0.768873394,30.8,0.514174377,0.476561605,31.8,CSRN
1146,0.644026804,0.486873761,4.8,0.90160556,0.715030644,42.8,0.813689341,0.803450568,11.1,CSRN
1147,0.658407474,0.643481815,-5.4,0.940483408,0.915507715,-2.8,0.773519942,0.610652555,-29.2,CNRN
1148,0.659311513,0.502706079,6.3,0.813491856,0.738033961,33.8,0.785108556,0.759413227,23.2,CSRN
1149,0.749952294,0.711758074,-14,0.893919226,0.885779198,-6.6,0.628704132,0.53883951,15.3,WSAK
1150,0.60896039,0.530556589,8.5,0.765441259,0.764963744,1.3,0.726296566,0.721064095,11.4,CNRN
1151,0.69983837,0.616185574,5.3,0.897992868,0.536402916,-37.4,0.722069393,0.613778479,-21.6,PSST
1152,0.833238596,0.79851547,19.6,0.812722435,0.808119183,-7.2,0.80469292,0.790407657,-1.8,ASEN
1153,0.601264726,0.546053529,2.9,0.926535092,0.921415118,-1,0.814740386,0.777033613,-11.4,CNRN
1154,0.733113468,0.696807321,0.4,0.890287447,0.878680674,13.7,0.820076497,0.785046769,-5.9,CNRN
1155,0.788422704,0.739492716,23.2,0.921016351,0.919911397,1,0.796067189,0.784605583,11.3,ASWN
1156,0.71434216,0.712840389,-2,0.767215015,0.709554222,27,0.657630015,0.617797675,-12.9,SNYB
1157,0.876528738,0.823556455,17.3,0.827775068,0.821352156,-4.6,0.825177522,0.779849688,-9.3,PNST
1158,0.826987715,0.799267657,-1.8,0.854462867,0.760463201,-26.4,0.863035118,0.816061767,-10.7,PNST
1159,0.760427976,0.277727199,-37.9,0.811992663,-3.762107119,245.2,0.565439476,-3.196087061,230.6,SSYB
1160,0.875087094,0.855046388,13.5,0.893258528,0.892276417,-2,0.796667644,0.749734611,-10.3,PNST
1161,0.769326153,0.763082557,7.3,0.906236059,0.815026395,-20.8,0.748096452,0.721278848,25.1,ASWN
1162,0.602263722,0.400650389,-0.1,0.845338302,0.621709916,36.2,0.865402178,0.856711961,3.5,CSRN
1163,0.283472847,0.25169121,14,0.048567743,-0.093169345,3.6,0.411920145,0.37996388,24.5,WEEF
1164,0.529867757,-0.289713888,37,0.76150567,0.578466876,-35,0.86946378,0.795394761,-19.7,PSST
1165,0.678417131,0.600116574,7.8,0.918910017,0.906808983,10.2,0.763052193,0.746389468,7.3,CNRN
1166,0.680782982,0.643421842,1.7,0.887348642,0.875876913,14.9,0.829173297,0.820195205,13.6,CNRN
1167,0.767237534,0.739316175,13.1,0.856235416,0.787528964,27.1,0.851463638,0.806265067,30.3,CNRN
1168,0.723394847,0.679584748,4,0.91795254,0.914711119,8.5,0.832959741,0.721047571,-19.6,CNRN
1169,0.729438953,0.70586275,0.8,0.904505706,0.901587044,7.2,0.844993887,0.785171575,-10.1,CNRN
1170,0.815077241,0.806335123,-4.6,0.900797319,0.895624805,-3.7,0.80253643,0.79555862,7.5,CSRN
1171,0.807950579,0.80778102,0.7,0.675969022,0.666830514,-5.7,0.850640036,0.845944613,7.6,CNRN
1172,0.726570231,0.638083776,11.8,0.82277302,0.818583968,2.6,0.87320218,0.827923496,26.8,PSST
1173,0.841070985,0.814406417,17.4,0.816479279,0.785129412,-15.7,0.806184766,0.768336039,-9.5,ASEN
1174,0.782366529,0.758297352,-8.2,0.897738071,0.805194146,-22.4,0.886224946,0.869099203,-0.1,CNRN
1175,0.660059964,0.590749317,2.5,0.889770203,0.872333409,20.3,0.698890922,0.678066935,-2.4,CNRN
